#time,accel_x,accel_y,accel_z
4228.346981,444.123565,-8580.269578,-222.061783
4228.347305,370.102971,-8580.269578,-148.041188
4228.347630,370.102971,-8503.660028,-444.123565
4228.347954,518.144159,-8963.317327,0.000000
4228.348278,222.061783,-8580.269578,-148.041188
4228.348602,74.020594,-8733.488677,-296.082377
4228.348926,296.082377,-8656.879127,0.000000
4228.349251,518.144159,-9039.926876,0.000000
4228.349575,370.102971,-8733.488677,0.000000
4228.349899,74.020594,-8273.831378,-148.041188
4228.350223,444.123565,-8810.098227,-222.061783
4228.350547,296.082377,-8886.707777,-592.164754
4228.350871,592.164754,-8656.879127,-296.082377
4228.351196,296.082377,-8580.269578,-222.061783
4228.351520,296.082377,-8580.269578,-222.061783
4228.351844,370.102971,-8350.440928,-592.164754
4228.352168,518.144159,-8810.098227,-222.061783
4228.352492,370.102971,-8503.660028,-296.082377
4228.352817,444.123565,-8580.269578,-370.102971
4228.353141,296.082377,-8580.269578,-148.041188
4228.353465,518.144159,-8886.707777,0.000000
4228.353789,444.123565,-8810.098227,-518.144159
4228.354113,222.061783,-8350.440928,-148.041188
4228.354438,592.164754,-8733.488677,0.000000
4228.354762,444.123565,-9116.536426,-222.061783
4228.355086,444.123565,-8733.488677,-148.041188
4228.355410,518.144159,-8580.269578,-370.102971
4228.355734,518.144159,-8733.488677,-370.102971
4228.356058,296.082377,-8580.269578,-592.164754
4228.356383,296.082377,-8810.098227,0.000000
4228.356707,444.123565,-8427.050478,-592.164754
4228.357031,370.102971,-8886.707777,-518.144159
4228.357355,370.102971,-8733.488677,-370.102971
4228.357679,888.247130,-8350.440928,-370.102971
4228.358004,518.144159,-8503.660028,-518.144159
4228.358328,444.123565,-8656.879127,-518.144159
4228.358652,592.164754,-8427.050478,-444.123565
4228.358976,296.082377,-8503.660028,-222.061783
4228.359300,370.102971,-8656.879127,-222.061783
4228.359625,370.102971,-8350.440928,-518.144159
4228.359949,444.123565,-8810.098227,-518.144159
4228.360273,518.144159,-8273.831378,-296.082377
4228.360597,888.247130,-8503.660028,-444.123565
4228.360921,148.041188,-8580.269578,-370.102971
4228.361246,444.123565,-8427.050478,0.000000
4228.361570,444.123565,-8656.879127,-370.102971
4228.361894,222.061783,-8656.879127,-592.164754
4228.362218,148.041188,-8733.488677,-222.061783
4228.362542,222.061783,-8580.269578,-444.123565
4228.362866,148.041188,-8810.098227,0.000000
4228.363191,296.082377,-8580.269578,-370.102971
4228.363515,592.164754,-8963.317327,-148.041188
4228.363839,0.000000,-8197.221829,-370.102971
4228.364163,-592.164754,-8810.098227,-518.144159
4228.364487,-1036.288319,-8580.269578,-296.082377
4228.364812,-666.185348,-8503.660028,-666.185348
4228.365136,-1924.535449,-8503.660028,-592.164754
4228.365460,-1924.535449,-8580.269578,-370.102971
4228.365784,-1850.514855,-8886.707777,-518.144159
4228.366108,-1110.308913,-8503.660028,-370.102971
4228.366433,-888.247130,-8733.488677,-148.041188
4228.366757,-814.226536,-8810.098227,-444.123565
4228.367081,-1110.308913,-8580.269578,-592.164754
4228.367405,-1258.350101,-8656.879127,-592.164754
4228.367729,-2220.617826,-8810.098227,-518.144159
4228.368053,-2516.700203,-8427.050478,-518.144159
4228.368378,-3330.926739,-8810.098227,-444.123565
4228.368702,-3627.009116,-8963.317327,-148.041188
4228.369026,-2886.803174,-8733.488677,-444.123565
4228.369350,-2886.803174,-8886.707777,-296.082377
4228.369674,-2368.659014,-8580.269578,-370.102971
4228.369999,-1702.473667,-8503.660028,-444.123565
4228.370323,-1332.370696,-9269.755526,-888.247130
4228.370647,-1628.453072,-8733.488677,-222.061783
4228.370971,-2072.576638,-8886.707777,-222.061783
4228.371295,-3108.864956,-9039.926876,-370.102971
4228.371620,-3182.885551,-8963.317327,0.000000
4228.371944,-3330.926739,-9269.755526,0.000000
4228.372268,-3997.112087,-9039.926876,-444.123565
4228.372592,-3182.885551,-8963.317327,0.000000
4228.372916,-2590.720797,-8810.098227,-296.082377
4228.373241,-1702.473667,-8503.660028,-592.164754
4228.373565,-1924.535449,-8273.831378,-370.102971
4228.373889,-1184.329507,-8733.488677,-370.102971
4228.374213,-1332.370696,-8350.440928,0.000000
4228.374537,-1924.535449,-8120.612279,-296.082377
4228.374861,-2146.597232,-8810.098227,0.000000
4228.375186,-2664.741391,-8810.098227,0.000000
4228.375510,-2220.617826,-9116.536426,0.000000
4228.375834,-2146.597232,-8580.269578,-296.082377
4228.376158,-1776.494261,-9269.755526,0.000000
4228.376482,-1554.432478,-8044.002729,-814.226536
4228.376807,-1776.494261,-8580.269578,-296.082377
4228.377131,-1184.329507,-8120.612279,-888.247130
4228.377455,-1554.432478,-8273.831378,-222.061783
4228.377779,-2368.659014,-7737.564530,-666.185348
4228.378103,-2146.597232,-8580.269578,-444.123565
4228.378428,-2368.659014,-8044.002729,-370.102971
4228.378752,-2368.659014,-8044.002729,-296.082377
4228.379076,-1776.494261,-8503.660028,-370.102971
4228.379400,-1628.453072,-8120.612279,-444.123565
4228.379724,-1258.350101,-8350.440928,-518.144159
4228.380048,-518.144159,-8120.612279,-888.247130
4228.380373,370.102971,-7967.393179,-518.144159
4228.380697,148.041188,-8580.269578,-518.144159
4228.381021,444.123565,-8273.831378,-518.144159
4228.381345,-370.102971,-8580.269578,-518.144159
4228.381669,-222.061783,-9193.145976,0.000000
4228.381994,-666.185348,-8503.660028,-296.082377
4228.382318,-592.164754,-8427.050478,-518.144159
4228.382642,0.000000,-9193.145976,-370.102971
4228.382966,666.185348,-8656.879127,-518.144159
4228.383290,1110.308913,-8963.317327,0.000000
4228.383615,1480.411884,-8656.879127,-814.226536
4228.383939,1110.308913,-9346.365076,-592.164754
4228.384263,1036.288319,-9499.584175,-666.185348
4228.384587,222.061783,-8580.269578,-444.123565
4228.384911,-1480.411884,-9269.755526,-518.144159
4228.385236,-2664.741391,-8503.660028,-370.102971
4228.385560,-2960.823768,-9193.145976,-296.082377
4228.385884,-3256.906145,-9346.365076,222.061783
4228.386208,-3849.070898,-8427.050478,0.000000
4228.386532,-2886.803174,-8350.440928,-666.185348
4228.386856,-1702.473667,-8120.612279,-518.144159
4228.387181,-1554.432478,-8044.002729,-814.226536
4228.387505,-666.185348,-8656.879127,-370.102971
4228.387829,-1036.288319,-8427.050478,-740.205942
4228.388153,-1554.432478,-9346.365076,-444.123565
4228.388477,-1776.494261,-9116.536426,-518.144159
4228.388802,-2368.659014,-9422.974625,0.000000
4228.389126,-2738.761985,-8656.879127,-370.102971
4228.389450,-2812.782580,-9193.145976,148.041188
4228.389774,-1998.556043,-9039.926876,-222.061783
4228.390098,-1628.453072,-8810.098227,148.041188
4228.390423,-592.164754,-8120.612279,-370.102971
4228.390747,-222.061783,-8044.002729,-296.082377
4228.391071,148.041188,-8656.879127,-666.185348
4228.391395,74.020594,-9039.926876,-296.082377
4228.391719,-1628.453072,-8580.269578,-222.061783
4228.392043,-3552.988522,-8810.098227,-222.061783
4228.392368,-4367.215058,-8733.488677,222.061783
4228.392692,-5477.523971,-9269.755526,518.144159
4228.393016,-5033.400406,-8044.002729,814.226536
4228.393340,-4737.318029,-7967.393179,0.000000
4228.393664,-3478.967927,-8580.269578,74.020594
4228.393989,-2072.576638,-8120.612279,-222.061783
4228.394313,-1184.329507,-7967.393179,-518.144159
4228.394637,740.205942,-8197.221829,518.144159
4228.394961,814.226536,-7660.954980,0.000000
4228.395285,296.082377,-9422.974625,370.102971
4228.395610,-592.164754,-8656.879127,370.102971
4228.395934,-1850.514855,-9652.803275,370.102971
4228.396258,-3478.967927,-9806.022374,370.102971
4228.396582,-5699.585753,-9269.755526,-148.041188
4228.396906,-5773.606348,-9729.412825,0.000000
4228.397231,-5403.503377,-9269.755526,-296.082377
4228.397555,-3256.906145,-7967.393179,370.102971
4228.397879,-3627.009116,-7814.174080,-1776.494261
4228.398203,-1998.556043,-7048.078582,-814.226536
4228.398527,1184.329507,-7737.564530,518.144159
4228.398851,2368.659014,-7048.078582,-518.144159
4228.399176,3775.050304,-7431.126331,592.164754
4228.399500,2664.741391,-8197.221829,-222.061783
4228.399824,2960.823768,-9193.145976,148.041188
4228.400148,1258.350101,-9039.926876,-296.082377
4228.400472,-296.082377,-10189.070123,-740.205942
4228.400797,-2368.659014,-9116.536426,-1036.288319
4228.401121,-4737.318029,-8963.317327,-2294.638420
4228.401445,-7031.956449,-9729.412825,-1554.432478
4228.401769,-5921.647536,-7584.345430,-2072.576638
4228.402093,-4441.235652,-8580.269578,-1406.391290
4228.402418,-2960.823768,-7507.735880,-1258.350101
4228.402742,518.144159,-7354.516781,-518.144159
4228.403066,2516.700203,-7967.393179,-666.185348
4228.403390,4811.338623,-8273.831378,0.000000
4228.403714,6291.750507,-9039.926876,0.000000
4228.404038,4293.194464,-9729.412825,-296.082377
4228.404363,1480.411884,-9346.365076,-666.185348
4228.404687,-1184.329507,-10112.460574,-518.144159
4228.405011,-5699.585753,-10955.165621,-222.061783
4228.405335,-8364.327145,-9576.193725,-1110.308913
4228.405659,-7994.224174,-9959.241474,-1480.411884
4228.405984,-8068.244768,-7660.954980,-962.267725
4228.406308,-4219.173869,-7431.126331,0.000000
4228.406632,666.185348,-6741.640382,-814.226536
4228.406956,4885.359217,-7354.516781,-592.164754
4228.407280,7550.100608,-7354.516781,-370.102971
4228.407605,8586.388927,-8120.612279,-740.205942
4228.407929,6661.853478,-9116.536426,222.061783
4228.408253,2220.617826,-10035.851024,-962.267725
4228.408577,-2738.761985,-11491.432470,-740.205942
4228.408901,-9104.533087,-10878.556072,-518.144159
4228.409226,-12879.583391,-10572.117872,-1850.514855
4228.409550,-13323.706956,-9882.631924,0.000000
4228.409874,-11843.295072,-7354.516781,444.123565
4228.410198,-6883.915261,-6818.249932,222.061783
4228.410522,0.000000,-5669.106685,-740.205942
4228.410847,4663.297435,-5439.278036,-222.061783
4228.411171,9474.636058,-6128.763984,74.020594
4228.411495,9548.656652,-6971.469032,296.082377
4228.411820,6513.812290,-8963.317327,-222.061783
