#time,accel_x,accel_y,accel_z
5697.369480,222.061783,-8503.660028,222.061783
5697.369805,370.102971,-8810.098227,296.082377
5697.370129,296.082377,-8427.050478,0.000000
5697.370454,814.226536,-8886.707777,0.000000
5697.370778,518.144159,-8733.488677,222.061783
5697.371103,222.061783,-8580.269578,148.041188
5697.371427,666.185348,-8810.098227,74.020594
5697.371752,222.061783,-8350.440928,0.000000
5697.372076,148.041188,-8810.098227,0.000000
5697.372401,444.123565,-8656.879127,-222.061783
5697.372725,666.185348,-8733.488677,296.082377
5697.373050,370.102971,-8656.879127,-148.041188
5697.373374,370.102971,-8580.269578,74.020594
5697.373699,444.123565,-8656.879127,0.000000
5697.374023,370.102971,-8886.707777,0.000000
5697.374348,296.082377,-9039.926876,74.020594
5697.374672,222.061783,-8580.269578,0.000000
5697.374997,296.082377,-8810.098227,0.000000
5697.375321,370.102971,-8580.269578,-222.061783
5697.375646,518.144159,-8886.707777,-222.061783
5697.375970,444.123565,-8580.269578,0.000000
5697.376295,296.082377,-8503.660028,74.020594
5697.376619,74.020594,-8656.879127,-296.082377
5697.376944,592.164754,-8044.002729,0.000000
5697.377268,370.102971,-8733.488677,-148.041188
5697.377593,74.020594,-8810.098227,-296.082377
5697.377917,0.000000,-8656.879127,-222.061783
5697.378242,296.082377,-8656.879127,0.000000
5697.378566,592.164754,-8580.269578,-370.102971
5697.378891,592.164754,-8580.269578,-518.144159
5697.379215,592.164754,-8580.269578,-518.144159
5697.379540,518.144159,-8427.050478,-370.102971
5697.379864,296.082377,-8350.440928,-814.226536
5697.380189,370.102971,-8656.879127,-518.144159
5697.380513,296.082377,-8427.050478,-296.082377
5697.380838,222.061783,-8503.660028,-518.144159
5697.381162,592.164754,-8733.488677,-444.123565
5697.381487,666.185348,-8273.831378,-444.123565
5697.381811,518.144159,-8733.488677,-222.061783
5697.382136,296.082377,-8503.660028,-370.102971
5697.382460,666.185348,-8963.317327,-518.144159
5697.382785,592.164754,-8733.488677,-740.205942
5697.383109,222.061783,-8580.269578,-592.164754
5697.383434,222.061783,-8656.879127,-740.205942
5697.383758,296.082377,-8580.269578,-444.123565
5697.384083,888.247130,-9193.145976,-296.082377
5697.384407,444.123565,-8503.660028,-666.185348
5697.384731,518.144159,-8733.488677,-592.164754
5697.385056,222.061783,-8503.660028,-592.164754
5697.385380,666.185348,-9039.926876,-296.082377
5697.385705,296.082377,-8273.831378,-370.102971
5697.386029,740.205942,-8733.488677,-296.082377
5697.386354,518.144159,-8656.879127,-444.123565
5697.386678,444.123565,-8580.269578,-444.123565
5697.387003,0.000000,-8656.879127,-444.123565
5697.387327,370.102971,-8350.440928,-370.102971
5697.387652,666.185348,-8733.488677,-444.123565
5697.387976,296.082377,-8656.879127,-518.144159
5697.388301,444.123565,-8656.879127,-222.061783
5697.388625,222.061783,-8733.488677,0.000000
5697.388950,592.164754,-8733.488677,-148.041188
5697.389274,222.061783,-8580.269578,-148.041188
5697.389599,814.226536,-9346.365076,-222.061783
5697.389923,296.082377,-8503.660028,0.000000
5697.390248,518.144159,-8810.098227,0.000000
5697.390572,666.185348,-8580.269578,0.000000
5697.390897,592.164754,-8656.879127,0.000000
5697.391221,814.226536,-8886.707777,0.000000
5697.391546,222.061783,-8427.050478,74.020594
5697.391870,370.102971,-8580.269578,148.041188
5697.392195,444.123565,-8273.831378,0.000000
5697.392519,370.102971,-8427.050478,148.041188
5697.392844,370.102971,-8656.879127,0.000000
5697.393168,444.123565,-8733.488677,0.000000
5697.393493,296.082377,-8580.269578,370.102971
5697.393817,592.164754,-8810.098227,444.123565
5697.394142,370.102971,-8810.098227,222.061783
5697.394466,518.144159,-8503.660028,148.041188
5697.394791,592.164754,-8503.660028,0.000000
5697.395115,296.082377,-8503.660028,222.061783
5697.395440,0.000000,-7890.783629,592.164754
5697.395764,296.082377,-8350.440928,296.082377
5697.396089,592.164754,-8044.002729,74.020594
5697.396413,148.041188,-8656.879127,148.041188
5697.396738,518.144159,-8580.269578,740.205942
5697.397062,296.082377,-8350.440928,370.102971
5697.397387,296.082377,-8580.269578,370.102971
5697.397711,518.144159,-8197.221829,296.082377
5697.398036,296.082377,-8427.050478,74.020594
5697.398360,444.123565,-8503.660028,0.000000
5697.398685,222.061783,-8503.660028,222.061783
5697.399009,296.082377,-8580.269578,148.041188
5697.399334,0.000000,-8503.660028,296.082377
5697.399658,740.205942,-8963.317327,370.102971
5697.399983,296.082377,-8733.488677,74.020594
5697.400307,444.123565,-8350.440928,518.144159
5697.400632,148.041188,-8427.050478,148.041188
5697.400956,370.102971,-8580.269578,518.144159
5697.401281,444.123565,-8273.831378,74.020594
5697.401605,222.061783,-8427.050478,296.082377
5697.401930,370.102971,-8580.269578,148.041188
5697.402254,0.000000,-8656.879127,370.102971
