#time,accel_x,accel_y,accel_z
4268.311719,222.061783,-8503.660028,-444.123565
4268.312043,444.123565,-8427.050478,-148.041188
4268.312368,592.164754,-8197.221829,-518.144159
4268.312692,518.144159,-8580.269578,-296.082377
4268.313016,444.123565,-8427.050478,-296.082377
4268.313341,444.123565,-8810.098227,0.000000
4268.313665,148.041188,-8580.269578,-444.123565
4268.313989,222.061783,-8656.879127,-296.082377
4268.314314,296.082377,-8656.879127,-370.102971
4268.314638,296.082377,-8733.488677,-296.082377
4268.314963,740.205942,-9039.926876,-666.185348
4268.315287,444.123565,-8886.707777,-370.102971
4268.315611,518.144159,-8427.050478,-296.082377
4268.315936,518.144159,-8580.269578,-592.164754
4268.316260,444.123565,-8656.879127,-222.061783
4268.316584,814.226536,-8656.879127,-370.102971
4268.316909,444.123565,-8427.050478,-370.102971
4268.317233,370.102971,-8656.879127,-518.144159
4268.317558,444.123565,-8580.269578,0.000000
4268.317882,518.144159,-9116.536426,-740.205942
4268.318206,592.164754,-8273.831378,-444.123565
4268.318531,740.205942,-8733.488677,-444.123565
4268.318855,370.102971,-8886.707777,-370.102971
4268.319179,518.144159,-8963.317327,0.000000
4268.319504,592.164754,-8580.269578,-222.061783
4268.319828,370.102971,-8580.269578,-296.082377
4268.320153,444.123565,-8580.269578,-370.102971
4268.320477,814.226536,-8580.269578,-296.082377
4268.320801,518.144159,-8580.269578,-518.144159
4268.321126,518.144159,-8733.488677,-370.102971
4268.321450,222.061783,-8427.050478,-296.082377
4268.321775,222.061783,-8580.269578,-370.102971
4268.322099,518.144159,-9193.145976,-370.102971
4268.322423,666.185348,-8427.050478,-370.102971
4268.322748,370.102971,-8503.660028,-296.082377
4268.323072,444.123565,-8656.879127,-370.102971
4268.323396,222.061783,-8733.488677,-148.041188
4268.323721,518.144159,-8503.660028,-444.123565
4268.324045,740.205942,-8503.660028,0.000000
4268.324370,370.102971,-8580.269578,-444.123565
4268.324694,148.041188,-9039.926876,-222.061783
4268.325018,0.000000,-8044.002729,-444.123565
4268.325343,370.102971,-8580.269578,-370.102971
4268.325667,444.123565,-8810.098227,-518.144159
4268.325991,444.123565,-8580.269578,74.020594
4268.326316,222.061783,-8120.612279,-518.144159
4268.326640,148.041188,-8656.879127,-444.123565
4268.326965,444.123565,-8350.440928,-370.102971
4268.327289,444.123565,-8656.879127,-518.144159
4268.327613,370.102971,-8810.098227,0.000000
4268.327938,74.020594,-8580.269578,0.000000
4268.328262,518.144159,-8580.269578,-592.164754
4268.328587,296.082377,-8656.879127,-296.082377
4268.328911,-370.102971,-8733.488677,-444.123565
4268.329235,-888.247130,-8963.317327,-444.123565
4268.329560,-1258.350101,-8273.831378,-444.123565
4268.329884,-2368.659014,-8273.831378,-740.205942
4268.330208,-2072.576638,-8733.488677,-444.123565
4268.330533,-1776.494261,-7890.783629,-222.061783
4268.330857,-1480.411884,-8580.269578,-370.102971
4268.331182,-1184.329507,-8197.221829,-666.185348
4268.331506,-1258.350101,-8580.269578,-444.123565
4268.331830,-1110.308913,-8273.831378,-370.102971
4268.332155,-1480.411884,-8733.488677,-370.102971
4268.332479,-1998.556043,-8733.488677,-962.267725
4268.332803,-2442.679609,-8733.488677,-370.102971
4268.333128,-3108.864956,-8503.660028,-666.185348
4268.333452,-3404.947333,-9116.536426,0.000000
4268.333777,-3108.864956,-8580.269578,-444.123565
4268.334101,-2664.741391,-8963.317327,-296.082377
4268.334425,-2590.720797,-8580.269578,-370.102971
4268.334750,-2146.597232,-8273.831378,-592.164754
4268.335074,-1702.473667,-8427.050478,-666.185348
4268.335398,-1850.514855,-8886.707777,-222.061783
4268.335723,-1998.556043,-8810.098227,-518.144159
4268.336047,-2590.720797,-8886.707777,-296.082377
4268.336372,-2812.782580,-8810.098227,-222.061783
4268.336696,-3034.844362,-9039.926876,0.000000
4268.337020,-3478.967927,-9193.145976,-444.123565
4268.337345,-3034.844362,-9039.926876,0.000000
4268.337669,-3404.947333,-8733.488677,-222.061783
4268.337994,-2590.720797,-8963.317327,0.000000
4268.338318,-2368.659014,-8503.660028,-370.102971
4268.338642,-1998.556043,-8733.488677,-444.123565
4268.338967,-1924.535449,-9039.926876,74.020594
4268.339291,-1998.556043,-8273.831378,-148.041188
4268.339615,-1628.453072,-8733.488677,-222.061783
4268.339940,-2072.576638,-8503.660028,-518.144159
4268.340264,-2368.659014,-8810.098227,148.041188
4268.340589,-2442.679609,-8886.707777,0.000000
4268.340913,-2220.617826,-8886.707777,-370.102971
4268.341237,-1702.473667,-8580.269578,0.000000
4268.341562,-1924.535449,-8273.831378,-370.102971
4268.341886,-1258.350101,-8733.488677,-592.164754
4268.342210,-1850.514855,-8120.612279,-222.061783
4268.342535,-2220.617826,-8427.050478,-148.041188
4268.342859,-2294.638420,-7967.393179,-518.144159
4268.343184,-2516.700203,-8503.660028,-444.123565
4268.343508,-2516.700203,-8044.002729,0.000000
4268.343832,-1702.473667,-8197.221829,-444.123565
4268.344157,-1554.432478,-8427.050478,-296.082377
4268.344481,-888.247130,-8273.831378,-518.144159
4268.344806,-444.123565,-7890.783629,-296.082377
4268.345130,148.041188,-8427.050478,-666.185348
4268.345454,296.082377,-8350.440928,-666.185348
4268.345779,370.102971,-8810.098227,-370.102971
4268.346103,74.020594,-8886.707777,-740.205942
4268.346427,-962.267725,-8886.707777,-518.144159
4268.346752,-666.185348,-8733.488677,-888.247130
4268.347076,-1036.288319,-8810.098227,-666.185348
4268.347401,-296.082377,-9039.926876,-592.164754
4268.347725,444.123565,-8963.317327,-518.144159
4268.348049,1406.391290,-8733.488677,-444.123565
4268.348374,1998.556043,-8886.707777,-888.247130
4268.348698,1702.473667,-9193.145976,-962.267725
4268.349022,814.226536,-9422.974625,-296.082377
4268.349347,0.000000,-8886.707777,-814.226536
4268.349671,-1110.308913,-9652.803275,-518.144159
4268.349996,-2072.576638,-9116.536426,-666.185348
4268.350320,-2516.700203,-10342.289223,-296.082377
4268.350644,-3997.112087,-8963.317327,-518.144159
4268.350969,-4293.194464,-8963.317327,-444.123565
4268.351293,-3256.906145,-8197.221829,-370.102971
4268.351617,-2738.761985,-8350.440928,-888.247130
4268.351942,-2294.638420,-7814.174080,-740.205942
4268.352266,-1406.391290,-8427.050478,-370.102971
4268.352591,-1258.350101,-8503.660028,-814.226536
4268.352915,-1184.329507,-8963.317327,-444.123565
4268.353239,-1258.350101,-9346.365076,-296.082377
4268.353564,-2146.597232,-9116.536426,0.000000
4268.353888,-2072.576638,-8963.317327,0.000000
4268.354213,-2812.782580,-8733.488677,0.000000
4268.354537,-2368.659014,-8963.317327,-296.082377
4268.354861,-1184.329507,-8733.488677,-296.082377
4268.355186,-296.082377,-8580.269578,0.000000
4268.355510,592.164754,-8197.221829,-222.061783
4268.355834,518.144159,-8656.879127,-740.205942
4268.356159,0.000000,-8503.660028,-296.082377
4268.356483,-1184.329507,-8044.002729,-148.041188
4268.356808,-2294.638420,-8580.269578,0.000000
4268.357132,-3256.906145,-8580.269578,148.041188
4268.357456,-3997.112087,-8120.612279,296.082377
4268.357781,-5033.400406,-8810.098227,222.061783
4268.358105,-4663.297435,-8810.098227,370.102971
4268.358429,-4071.132681,-8427.050478,296.082377
4268.358754,-2516.700203,-8810.098227,0.000000
4268.359078,-1110.308913,-8197.221829,222.061783
4268.359403,-296.082377,-7967.393179,74.020594
4268.359727,-518.144159,-7890.783629,0.000000
4268.360051,592.164754,-8580.269578,0.000000
4268.360376,-740.205942,-9116.536426,0.000000
4268.360700,-2368.659014,-8503.660028,296.082377
4268.361025,-3478.967927,-9346.365076,370.102971
4268.361349,-4663.297435,-9499.584175,-592.164754
4268.361673,-5255.462188,-9193.145976,74.020594
4268.361998,-5033.400406,-8580.269578,-296.082377
4268.362322,-4515.256246,-8503.660028,-296.082377
4268.362646,-3182.885551,-7737.564530,-444.123565
4268.362971,-1480.411884,-7890.783629,-370.102971
4268.363295,888.247130,-7737.564530,-148.041188
4268.363620,1998.556043,-7890.783629,-444.123565
4268.363944,1406.391290,-7967.393179,0.000000
4268.364268,3256.906145,-7507.735880,0.000000
4268.364593,1628.453072,-9116.536426,222.061783
4268.364917,666.185348,-9193.145976,-962.267725
4268.365241,-962.267725,-10035.851024,-296.082377
4268.365566,-2886.803174,-8120.612279,-1258.350101
4268.365890,-4145.153275,-9806.022374,-2368.659014
4268.366215,-6217.729913,-8503.660028,-2294.638420
4268.366539,-5699.585753,-8197.221829,-1702.473667
4268.366863,-5107.421000,-7737.564530,-1998.556043
4268.367188,-2886.803174,-7737.564530,-1258.350101
4268.367512,148.041188,-8120.612279,-370.102971
4268.367836,1776.494261,-7048.078582,-444.123565
4268.368161,4367.215058,-8273.831378,-592.164754
4268.368485,5033.400406,-8580.269578,-296.082377
4268.368810,4663.297435,-9422.974625,0.000000
4268.369134,2368.659014,-9806.022374,-666.185348
4268.369458,-888.247130,-11031.775171,0.000000
4268.369783,-4737.318029,-9499.584175,-1850.514855
4268.370107,-6513.812290,-10189.070123,-444.123565
4268.370432,-8586.388927,-8197.221829,-1480.411884
4268.370756,-7328.038826,-8733.488677,-592.164754
4268.371080,-5551.544565,-6971.469032,-1258.350101
4268.371405,-1036.288319,-7584.345430,-740.205942
4268.371729,2516.700203,-6665.030833,-1628.453072
4268.372053,6587.832884,-7890.783629,-222.061783
4268.372378,8216.285956,-7124.688131,-666.185348
4268.372702,6735.874072,-9422.974625,-370.102971
4268.373027,4145.153275,-10342.289223,-1036.288319
4268.373351,-962.267725,-11031.775171,-1036.288319
4268.373675,-6587.832884,-12257.527968,-888.247130
4268.374000,-10510.924376,-9806.022374,-814.226536
4268.374324,-12509.480420,-9576.193725,-444.123565
4268.374649,-11843.295072,-8273.831378,-962.267725
4268.374973,-8068.244768,-7660.954980,962.267725
4268.375297,-2664.741391,-5975.544884,-296.082377
4268.375622,3478.967927,-5822.325785,-222.061783
4268.375946,7920.203579,-6052.154434,-148.041188
4268.376271,8808.450710,-6052.154434,444.123565
4268.376595,7920.203579,-8580.269578,666.185348
4268.376919,3256.906145,-9806.022374,0.000000
4268.377244,-2886.803174,-12180.918418,1554.432478
4268.377568,-7105.977043,-11184.994271,222.061783
4268.377893,-10807.006753,-12334.137518,888.247130
4268.378217,-12213.398043,-10342.289223,0.000000
4268.378541,-9696.697840,-9193.145976,-666.185348
4268.378866,-7031.956449,-8656.879127,-296.082377
4268.379190,-1554.432478,-5822.325785,-888.247130
4268.379515,2812.782580,-6971.469032,222.061783
4268.379839,4071.132681,-5132.839837,-1184.329507
4268.380163,3923.091493,-6128.763984,148.041188
4268.380488,2072.576638,-5898.935335,74.020594
4268.380812,-592.164754,-9193.145976,1184.329507
4268.381137,-4293.194464,-9652.803275,740.205942
4268.381461,-5477.523971,-10725.336972,1184.329507
4268.381785,-6365.771101,-10572.117872,370.102971
4268.382110,-5107.421000,-10648.727422,74.020594
4268.382434,-4071.132681,-9959.241474,-962.267725
4268.382759,-1776.494261,-8503.660028,-1406.391290
4268.383083,740.205942,-7431.126331,-1184.329507
4268.383407,814.226536,-6894.859482,-962.267725
4268.383732,1332.370696,-7660.954980,148.041188
4268.384056,1110.308913,-6052.154434,-296.082377
4268.384381,666.185348,-7507.735880,1184.329507
4268.384705,-222.061783,-7507.735880,370.102971
4268.385029,-222.061783,-10342.289223,222.061783
4268.385354,-1554.432478,-10725.336972,-1258.350101
4268.385678,-3034.844362,-11031.775171,-1554.432478
4268.386003,-3330.926739,-9652.803275,-2072.576638
4268.386327,-5477.523971,-9346.365076,-888.247130
4268.386652,-2960.823768,-8963.317327,-1332.370696
4268.386976,-518.144159,-6818.249932,-1628.453072
4268.387300,1036.288319,-8580.269578,1776.494261
4268.387625,2146.597232,-5439.278036,222.061783
4268.387949,3404.947333,-7048.078582,1258.350101
4268.388274,2812.782580,-7814.174080,-518.144159
4268.388598,1702.473667,-6818.249932,-888.247130
4268.388922,-296.082377,-9346.365076,-592.164754
4268.389247,-3404.947333,-9499.584175,-1998.556043
4268.389571,-4367.215058,-10572.117872,-1480.411884
4268.389896,-3775.050304,-10418.898773,-2072.576638
4268.390220,-2886.803174,-11184.994271,-1702.473667
4268.390544,-4515.256246,-8427.050478,-1628.453072
4268.390869,-1332.370696,-9729.412825,-888.247130
4268.391193,-1628.453072,-7967.393179,-444.123565
4268.391518,74.020594,-7507.735880,-296.082377
4268.391842,1406.391290,-6511.811733,-518.144159
4268.392166,1850.514855,-7277.907231,1184.329507
4268.392491,1628.453072,-7814.174080,74.020594
4268.392815,2368.659014,-8503.660028,-1554.432478
4268.393140,0.000000,-8886.707777,-888.247130
4268.393464,-3330.926739,-8810.098227,-1850.514855
4268.393788,-2072.576638,-10878.556072,-1036.288319
4268.394113,-1924.535449,-9193.145976,-888.247130
4268.394437,-3775.050304,-10265.679673,1184.329507
