#time,accel_x,accel_y,accel_z
3986.114457,-296.082377,-9422.974625,-814.226536
3986.114782,0.000000,-9269.755526,-740.205942
3986.115106,-888.247130,-9576.193725,-740.205942
3986.115430,-1110.308913,-9269.755526,-740.205942
3986.115755,-1110.308913,-9039.926876,-962.267725
3986.116079,-962.267725,-8810.098227,-1258.350101
3986.116403,-814.226536,-8810.098227,-1184.329507
3986.116728,-814.226536,-8886.707777,-962.267725
3986.117052,-814.226536,-9193.145976,-1406.391290
3986.117376,-740.205942,-9193.145976,-1480.411884
3986.117701,74.020594,-9039.926876,-1554.432478
3986.118025,74.020594,-9499.584175,-1702.473667
3986.118349,-1036.288319,-9576.193725,-1480.411884
3986.118674,-1258.350101,-9729.412825,-1554.432478
3986.118998,-2442.679609,-9422.974625,-1480.411884
3986.119322,-2368.659014,-9576.193725,-1332.370696
3986.119647,-2664.741391,-8886.707777,-1258.350101
3986.119971,-2294.638420,-9422.974625,-1184.329507
3986.120295,-2294.638420,-8427.050478,-1184.329507
3986.120619,-1850.514855,-9269.755526,-1110.308913
3986.120944,-1480.411884,-8656.879127,-1406.391290
3986.121268,-1924.535449,-8886.707777,-666.185348
3986.121592,-2146.597232,-9193.145976,-962.267725
3986.121917,-2960.823768,-8886.707777,-740.205942
3986.122241,-3108.864956,-9652.803275,296.082377
3986.122565,-3775.050304,-8963.317327,-222.061783
3986.122890,-3701.029710,-8963.317327,0.000000
3986.123214,-3627.009116,-8963.317327,0.000000
3986.123538,-3108.864956,-8580.269578,0.000000
3986.123863,-3404.947333,-7737.564530,0.000000
3986.124187,-2886.803174,-8197.221829,444.123565
3986.124511,-2664.741391,-7814.174080,370.102971
3986.124836,-2146.597232,-8120.612279,296.082377
3986.125160,-2072.576638,-7354.516781,592.164754
3986.125484,-2294.638420,-8427.050478,592.164754
3986.125809,-1998.556043,-8427.050478,666.185348
3986.126133,-1850.514855,-8350.440928,888.247130
3986.126457,-1480.411884,-8963.317327,888.247130
3986.126782,-1184.329507,-8044.002729,962.267725
3986.127106,-962.267725,-8120.612279,1110.308913
3986.127430,-592.164754,-7737.564530,1184.329507
3986.127755,-296.082377,-7890.783629,888.247130
3986.128079,888.247130,-7584.345430,740.205942
3986.128403,740.205942,-7584.345430,888.247130
3986.128728,814.226536,-7890.783629,888.247130
3986.129052,740.205942,-7890.783629,814.226536
3986.129376,1110.308913,-7967.393179,740.205942
3986.129700,444.123565,-8044.002729,592.164754
3986.130025,1110.308913,-8427.050478,296.082377
3986.130349,1258.350101,-8427.050478,740.205942
3986.130673,1110.308913,-8197.221829,222.061783
3986.130997,1332.370696,-8120.612279,222.061783
3986.131322,1628.453072,-8197.221829,0.000000
3986.131646,1850.514855,-7890.783629,-370.102971
3986.131970,2368.659014,-7967.393179,-666.185348
3986.132294,2516.700203,-7814.174080,-222.061783
3986.132619,2368.659014,-8044.002729,-518.144159
3986.132943,2368.659014,-8197.221829,-740.205942
3986.133267,2146.597232,-8580.269578,-888.247130
3986.133591,2368.659014,-8273.831378,-666.185348
3986.133916,2294.638420,-8810.098227,-1406.391290
3986.134240,2146.597232,-9269.755526,-1184.329507
3986.134564,2220.617826,-8963.317327,-1258.350101
3986.134888,2368.659014,-8963.317327,-1702.473667
3986.135213,2812.782580,-8963.317327,-1480.411884
3986.135537,2664.741391,-8503.660028,-1776.494261
3986.135861,2812.782580,-8733.488677,-1776.494261
3986.136185,2886.803174,-8810.098227,-1850.514855
3986.136510,2960.823768,-8656.879127,-1628.453072
3986.136834,2664.741391,-9193.145976,-2146.597232
3986.137158,2516.700203,-9652.803275,-1924.535449
3986.137482,2368.659014,-9576.193725,-1998.556043
