#time,accel_x,accel_y,accel_z
4206.377601,518.144159,-8810.098227,-592.164754
4206.377926,370.102971,-8733.488677,-296.082377
4206.378250,666.185348,-8733.488677,-592.164754
4206.378575,518.144159,-8197.221829,-148.041188
4206.378899,0.000000,-8350.440928,-444.123565
4206.379224,518.144159,-8733.488677,-222.061783
4206.379548,740.205942,-8427.050478,-518.144159
4206.379873,370.102971,-8886.707777,-222.061783
4206.380198,592.164754,-8350.440928,-148.041188
4206.380522,370.102971,-8273.831378,-370.102971
4206.380847,592.164754,-8733.488677,-296.082377
4206.381171,222.061783,-8350.440928,0.000000
4206.381496,518.144159,-8503.660028,-518.144159
4206.381820,222.061783,-8427.050478,-444.123565
4206.382145,444.123565,-8273.831378,-148.041188
4206.382470,222.061783,-8503.660028,-370.102971
4206.382794,740.205942,-8427.050478,-370.102971
4206.383119,148.041188,-8580.269578,0.000000
4206.383443,296.082377,-8503.660028,-592.164754
4206.383768,518.144159,-8656.879127,-296.082377
4206.384092,370.102971,-8733.488677,-370.102971
4206.384417,296.082377,-9422.974625,0.000000
4206.384741,370.102971,-8273.831378,-518.144159
4206.385066,370.102971,-8810.098227,-370.102971
4206.385391,592.164754,-8197.221829,-370.102971
4206.385715,444.123565,-8810.098227,-370.102971
4206.386040,74.020594,-8580.269578,-296.082377
4206.386364,592.164754,-8580.269578,-222.061783
4206.386689,592.164754,-8733.488677,-444.123565
4206.387013,592.164754,-8503.660028,-592.164754
4206.387338,0.000000,-8886.707777,148.041188
4206.387662,222.061783,-8733.488677,-222.061783
4206.387987,74.020594,-8503.660028,-518.144159
4206.388312,444.123565,-8733.488677,-370.102971
4206.388636,592.164754,-8427.050478,0.000000
4206.388961,518.144159,-8427.050478,0.000000
4206.389285,296.082377,-8580.269578,-444.123565
4206.389610,370.102971,-8656.879127,-370.102971
4206.389934,444.123565,-8656.879127,-740.205942
4206.390259,518.144159,-9039.926876,-444.123565
4206.390584,444.123565,-8580.269578,-370.102971
4206.390908,518.144159,-8427.050478,-296.082377
4206.391233,296.082377,-8503.660028,-444.123565
4206.391557,444.123565,-9193.145976,222.061783
4206.391882,518.144159,-8733.488677,-592.164754
4206.392206,666.185348,-9039.926876,-444.123565
4206.392531,518.144159,-8273.831378,-370.102971
4206.392855,222.061783,-9422.974625,-222.061783
4206.393180,740.205942,-8580.269578,-518.144159
4206.393505,296.082377,-8886.707777,-296.082377
4206.393829,592.164754,-8656.879127,-370.102971
4206.394154,-666.185348,-8886.707777,-740.205942
4206.394478,-592.164754,-8886.707777,-518.144159
4206.394803,-1184.329507,-8656.879127,-518.144159
4206.395127,-1628.453072,-8273.831378,-1036.288319
4206.395452,-1850.514855,-8656.879127,-444.123565
4206.395776,-1776.494261,-8503.660028,0.000000
4206.396101,-1406.391290,-8656.879127,-148.041188
4206.396426,-1036.288319,-8656.879127,-666.185348
4206.396750,-888.247130,-8350.440928,-444.123565
4206.397075,-296.082377,-8197.221829,-962.267725
4206.397399,-1258.350101,-8656.879127,-296.082377
4206.397724,-1998.556043,-8427.050478,-592.164754
4206.398048,-2664.741391,-8886.707777,-296.082377
4206.398373,-3478.967927,-8963.317327,-370.102971
4206.398698,-3775.050304,-8963.317327,-518.144159
4206.399022,-3552.988522,-8886.707777,-370.102971
4206.399347,-3182.885551,-8656.879127,-148.041188
4206.399671,-2886.803174,-8580.269578,-444.123565
4206.399996,-2368.659014,-8963.317327,-592.164754
4206.400320,-1332.370696,-8350.440928,-592.164754
4206.400645,-1480.411884,-9116.536426,0.000000
4206.400969,-1628.453072,-8733.488677,-370.102971
4206.401294,-2368.659014,-9346.365076,0.000000
4206.401619,-2960.823768,-8580.269578,-666.185348
4206.401943,-3701.029710,-9499.584175,0.000000
4206.402268,-3923.091493,-8733.488677,-592.164754
4206.402592,-3923.091493,-9576.193725,518.144159
4206.402917,-3923.091493,-8120.612279,222.061783
4206.403241,-2886.803174,-8886.707777,-296.082377
4206.403566,-2590.720797,-8580.269578,-592.164754
4206.403891,-1702.473667,-8580.269578,-296.082377
4206.404215,-1628.453072,-9039.926876,-740.205942
4206.404540,-1332.370696,-9193.145976,0.000000
4206.404864,-1850.514855,-8580.269578,-444.123565
4206.405189,-2368.659014,-8963.317327,0.000000
4206.405513,-2886.803174,-8273.831378,-296.082377
4206.405838,-2738.761985,-9193.145976,296.082377
4206.406162,-2590.720797,-8656.879127,-518.144159
4206.406487,-2294.638420,-8963.317327,-148.041188
4206.406812,-2220.617826,-8656.879127,-814.226536
4206.407136,-1924.535449,-8503.660028,-666.185348
4206.407461,-1332.370696,-7890.783629,-740.205942
4206.407785,-1184.329507,-8273.831378,-370.102971
4206.408110,-1554.432478,-7967.393179,-592.164754
4206.408434,-1702.473667,-9039.926876,-370.102971
4206.408759,-2368.659014,-7890.783629,-296.082377
